序号,开标时间,项目名称,开标地点,采购单位
16,2018-01-16 09:30,湟中县多巴镇已有水源扎子沟防汛应急工程,青海省禹龙水利水电工程招标技术咨询中心（西宁市城西区西关大街49号永和大厦B座10层）,西宁市湟中县水利建设管理中心
17,2018-01-16 09:30,德令哈市农村牧区智能交通系统及视频监控深化应用项目,海西州行政服务和公共资源交易中心四楼三号开标室 ,德令哈市公安局
18,2018-01-16 09:30,化隆县夏琼寺景区旅游规划,广东华联建设投资管理股份有限公司西宁分公司地址：西宁市城西区西川南路53号1号楼2单元2111室,化隆回族自治县文化旅游体育局
19,2018-01-16 09:30,西宁市群众艺术馆河湟民间文化艺术博览馆仿古装饰（砖雕）第二次,西宁市公共资源交易中心二楼3号谈判室,西宁市群众艺术馆 
20,2018-01-16 09:30,2018年度离休干部居家养老服务采购项目（二次）,西宁市公共资源交易中心2楼2号竟谈室,西宁市老干部局
21,2018-01-16 09:30,青海省疾病预防控制中心扩大国家免疫规划项目采购（第二次）,青海省人民政府行政服务和公共资源交易中心二楼1号开标室,青海省疾病预防控制中心
22,2018-01-16 09:30,2016年德令哈市标准化林业站建设项目（办公用房维修及新建库房）,海西州行政服务和公共资源交易中心四楼谈判询价室三,温州市华夏建设工程招标代理有限公司青海分公司
23,2018-01-16 09:30,贵德县妇幼保健计划生育服务中心医疗设备采购项目,青海省公共资源交易中心2楼（青海省西宁市西川南路53号）,贵德县妇幼保健计划生育服务中心
24,2018-01-16 09:30,大通犇海园生态牧场建设项目一期（设备购置）第二次,西宁市公共资源交易中心二楼（西宁市城西区海湖桥北金座维尼谷）,大通县海园奶牛养殖专业合作社
25,2018-01-16 09:30,大通县2017年农村饮水安全巩固提升工程43村人畜饮水工程水厂部分电气设备及安装,青海省人民政府行政服务和公共资源交易中心二楼(青海省西宁市西川南路53号),大通回族土族自治县水利工程建设管理局
26,2018-01-16 10:30,海西州公安局特警支队车辆保养维护维修项目,青海省行政服务和公共资源交易中心二楼,海西州公安局
27,2018-01-16 14:30,2017年有机红果枸杞标准化示范基地建设及标准制定项目（第三次）,青海省公共资源交易中心二楼开标室（西川南路53号）,青海省林业厅
28,2018-01-16 14:30,2017年有机红果枸杞标准化示范基地建设及标准制定项目（第三次）,青海省公共资源交易中心二楼开标室（西川南路53号）,青海省林业厅
29,2018-01-16 14:30,民和县国开行扶持贫困村教育基础设施项目（教育教学专用设备）,西宁市城东区建国南路与夏都大街交汇处新千国际广场19号楼12层1124室,民和回族土族自治县教育局
30,2018-01-16 14:30,草原生物灾害监测设备项目(三次),海北州行政服务和公共资源交易中心评标室（二楼）,海北州草原工作站
31,2018-01-16 14:30,2016年第一批全州州规学前教育建设及设备购置项目,青海省人民政府行政服务和公共资源交易中心二楼4号开标室,称多县教育局
32,2018-01-16 14:30,共和县市场监督管理局执法电动车采购项目,青海省公共资源交易中心二楼 8 号开标厅（青海省西宁市西川南路53号）,共和县市场监督管理局
33,2018-01-16 14:30,2016年第一批全州州规学前教育建设及设备购置项目,青海省人民政府行政服务和公共资源交易中心二楼4号开标室,称多县教育局
34,2018-01-16 14:30,民和县米拉沟灌区续建配套和节水改造工程咨询服务项目,北京必创科技股份有限公司,民和县水务局
35,2018-01-16 14:30,青海可可西里国家级自然保护区管理局基础设施建设保护站取暖燃煤采购项目(二次）,银川市鸿利建设工程咨询有限公司青海分公司（西宁市城西区西川南路76号万达中心4号写字楼22层12201室）,青海可可西里国家级自然保护区管理局
36,2018-01-16 14:30,农村土地承包经营权确权登记颁证工作,广东华联建设投资管理股份有限公司西宁分公司 地址：西宁市城西区西川南路53号1号楼2单元2111室,民和回族土族自治县农牧局
37,2018-01-16 14:30,乡镇卫生院远程医疗培训项目,上海卫生远程医学网络有限公司,果洛州卫生和计划生育委员会
38,2018-01-16 14:40,青海省民族医院信息化建设软件采购项目,投标地址：青海省政府采购电子化平台；开标地址：青海省政府采购中心开标大厅（西宁市城西区黄河路30号）,青海省卫生和计划生育委员会
39,2018-01-16 14:40,青海省公安厅交通警察总队交通微直播设备采购项目,青海省政府采购中心开标大厅（西宁市城西区黄河路30号）。,青海省公安厅交通警察总队
40,2018-01-16 15:00,贵德县2018年春节灯展项目,海南州行政服务和公共资源交易中心,贵德县文化体育广播电视局
41,2018-01-16 15:30,同仁县养老机构无障碍设施改造采购项目（第二次）,青海省行政服务和公共资源交易中心,同仁县民政局
