2018-11-14 14:30,西宁市残联办公物品采购项目,西宁市公共资源交易中心2楼（西宁市城北区海湖桥北侧湟水花园对面）开标室
2018-11-14 14:30,共和县切吉乡哇合村加什科村活动室提升改造（第二次）,西宁市海湖新区安泰大厦东座4楼青海港鑫工程咨询有限公司
2018-11-14 14:30,海晏县祁连山小学办公电子设备采购项目,陕西希地工程项目管理有限公司（青海省海湖新区西城名邸11号楼2单元2213室）
2018-11-14 15:00,青海省柴达木综合地质矿产勘查院办公楼前小广场场地硬化改造项目,青海省政府采购中心（海湖新区海晏路75号地矿综合写字楼15楼）。
2018-11-14 15:00,2018年青海大学图书馆文献信息服务平台建设项目引进中文数据库及技术支持平台项目,包一：南京大学出版社有限公司 江苏省南京市鼓楼区汉口路22号 包二：人民出版社 北京市东城区隆福寺街99号 包三：北京中科进出口有限责任公司 北京市东城区安定门 外大街136号皇城国 际B座801室包四：江苏中杨数据科技有限公司  江苏省南通市港闸区 幸福新城27幢6348 室包五：北京汇云博图科技有限公司 北京市海淀区广源闸包六：同方知网（北京）技术有限公司 北京市海淀区西小口 路66号东升科技园北 领地A2楼包七：北京万维捷通软件技术有限公司  北京市海淀区西郊半 壁店59号凯宾科技大厦1号楼5198室
2018-11-14 15:00,数字法庭庭审语音录入系统,青海联祥招标代理有限公司地址：西宁市城西区胜利路8号7号楼1单元3楼1032室
2018-11-14 15:00,青海省玛可河林业局2018年林业有害生物国家级中心测报点能力提升建设设备采购项目,青海省政府采购中心（海湖新区海晏路75号地矿综合写字楼15楼）
2018-11-14 15:00,2018年度向社会力量购买社会救助经办服务项目,海南州共和县城北新区政和大街青海银行西侧一楼
2018-11-14 15:00,青海省柴达木综合地质矿产勘查院办公楼前小广场场地硬化改造项目,青海省政府采购中心（海湖新区海晏路75号地矿综合写字楼15楼）。
2018-11-14 15:00,青海师范大学2018年生均拨款项目--智慧校园应用服务--城西校区信息化改造综合设计项目,青海联祥招标代理有限公司（地址：西宁市城西区胜利路8号7号楼1单元3楼1032室）
