序号,开标时间,项目名称,开标地点,采购单位
40,2018-10-30 10:00,2018年湟中县共和镇（南村、北村、东台村、西台村、新湾村、庄科脑村）高原美丽乡村“一事一议”建设项目,西宁市公共资源交易中心,湟中县共和镇人民政府
41,2018-10-30 10:00,新建达日县中心敬老院室内设备购置项目,青海省招标有限责任公司开标室（西宁市五四西路65号建设科技大厦3楼）,达日县民政局
42,2018-10-30 10:00,久治县2018年天保工程实施方案中森林防火物资的采购项目,西宁市城西区西川南路76号1号楼20层12013室,久治县农牧林业科技局
43,2018-10-30 10:30,互助县2017年扶持五十镇班彦村集体经济发展试点工作（酩馏作坊体验用房）项目,海东市公共资源交易中心开标大厅,互助土族自治县农牧局
44,2018-10-30 11:00,门源县2018年-2019年度集中供热用煤采购项目(第三次),青海省海北州海晏县西海镇州政府大楼东侧海北州行政服务和公共资源交易中心2楼1号开标室,门源县浩门集中供热有限责任公司
45,2018-10-30 13:30,中川特色种养业项目,青海省人民政府行政服务和公共资源交易中心二楼开标室,民和回族土族自治县农牧局
46,2018-10-30 13:30,2018年第二批现代职业教育质量提升计划专项资金,青海省西宁市西川南路53号（青海省人民政府行政服务和公共资源交易中心八号开标室）,青海省工业职业技术学校
47,2018-10-30 13:30,2018年度青海省财政农牧业发展扶贫资金牦牛产业发展采购项目,青海省公共资源交易中心二楼开标室七,囊谦县农牧科技水利局
48,2018-10-30 14:00,海北州市场监督管理局宣传印刷品项目,青海聚鑫工程管理有限公司（青海生物科技产业园纬二路18号管委会大楼12楼1203室）,海北藏族自治州市场监督管理局
49,2018-10-30 14:30,青海省公路路政执法总队格尔木支队办公家具采购项目,投标地址：青海省政府采购电子化平台；开标地址：青海省政府采购中心（海湖新区海晏路75号地矿综合写字楼15楼）,青海省公路路政执法总队
50,2018-10-30 14:30,青海省公路路政执法总队更新特种专业技术用车项目（二）,投标地址：青海省政府采购电子化平台；开标地址：青海省政府采购中心开标室（海湖新区海晏路75号地矿综合写字楼15楼）,青海省公路路政执法总队
51,2018-10-30 14:30,青海省格尔木强制隔离戒毒所戒毒用房配套设施购置项目,投标地址：青海省政府采购电子化平台；开标地址：青海省政府采购中心（海湖新区海晏路75号地矿综合写字楼15楼）,青海省格尔木强制隔离戒毒所
52,2018-10-30 14:30,青海省人大常委会办公厅办公设备采购项目,投标地址：青海省政府采购电子化平台；开标地址：青海省政府采购中心（海湖新区海晏路75号地矿综合写字楼15楼）,青海省人大常委会办公厅
53,2018-10-30 14:30,西宁市城北区建北小学迁建项目总图工程,西宁市公共资源交易中心2楼开标室（西宁市城北区海湖桥北侧湟水花园对面）,西宁市城北区教育局
54,2018-10-30 14:30,湟中县拦隆口镇尼麻隆村乡村旅游百花园建设项目,西宁市公共资源交易中心二楼（地址：西宁市城北区海西西路25号海湖桥西侧）,湟中县拦隆口镇人民政府
55,2018-10-30 14:30,青海湖渔政码头维护工程项目,青海省人民政府行政服务和公共资源交易中心1号开标室,青海湖渔政管理总站
56,2018-10-30 14:30,易地搬迁区配置环卫设施（垃圾斗、清运车）,青海省行政服务和公共资源交易中心,玛多县住房和城乡住建局
57,2018-10-30 14:30,西宁市1:2000地形图测绘二期项目,西宁市公共资源交易中心二楼（地址：西宁市城西区海西西路25号海湖桥西侧）,西宁市测绘院
58,2018-10-30 14:30,同仁县集中供暖用煤采购项目（第二次）,黄南州行政服务和公共资源交易中心,同仁县住房和城乡建设局
59,2018-10-30 14:30,“十三五”土地整治规划编制项目,西宁市城西区西川南路76号1号楼27层12701室,玉树藏族自治州国土资源局
60,2018-10-30 14:30,湟源县中医院购置部分中医诊疗及办公室设施设备采购项目,西宁市公共资源交易中心2楼     ,湟源县中医院
